flown_key;customer_key;leg_origin_key;leg_dest_key;trip_origin_key;trip_dest_key;flight_key;fare_class_key;channel_key;fare;miles;minutes_late;ticket_number
35;20;3;13;3;13;15;7;6;136;714;0;5978
41;20;13;19;13;3;12;19;6;149;784;0;5978
41;20;19;3;13;3;84;3;6;207;1090;0;5978
40;20;4;3;4;16;8;13;20;43;225;0;2328
40;20;3;16;4;16;89;12;20;1;6;0;2328
48;20;16;4;16;4;18;18;20;139;729;0;2328
58;20;4;9;4;9;5;8;16;71;374;0;8975
59;20;9;15;9;4;3;5;16;288;1516;3;8975
59;20;15;4;9;4;80;5;16;238;1254;0;8975
74;20;1;14;1;20;5;4;2;272;1432;0;1874
74;20;14;20;1;20;95;19;2;272;1434;0;1874
80;20;20;10;20;1;8;4;2;247;1299;0;1874
80;20;10;1;20;1;95;18;2;346;1822;60;1874
60;20;16;7;16;7;12;4;15;337;1774;0;3333
67;20;7;17;7;16;11;3;15;254;1336;0;3333
67;20;17;16;7;16;96;17;15;124;654;0;3333
75;20;10;9;10;5;15;20;11;158;830;0;4116
75;20;9;5;10;5;98;19;11;233;1226;0;4116
78;20;5;10;5;10;15;16;11;6;33;0;4116
96;20;12;14;12;18;23;1;20;294;1548;0;9792
96;20;14;18;12;18;80;17;20;162;851;0;9792
102;20;18;12;18;12;19;11;20;203;1071;0;9792
84;20;3;18;3;17;1;1;16;352;1853;24;7444
84;20;18;17;3;17;84;16;16;263;1385;0;7444
91;20;17;8;17;3;25;4;16;313;1646;0;7444
91;20;8;3;17;3;80;17;16;123;646;0;7444
98;20;14;7;14;7;18;17;3;208;1094;0;2856
105;20;7;4;7;14;17;16;3;238;1250;0;2856
105;20;4;14;7;14;96;14;3;185;974;0;2856
113;20;6;11;6;11;20;10;1;127;670;0;5255
122;20;11;6;11;6;4;15;1;137;719;0;5255
113;20;6;14;6;14;13;20;9;307;1615;0;4016
114;20;14;6;14;6;8;11;9;32;169;0;4016
110;20;3;17;3;16;15;11;20;126;664;0;1766
110;20;17;16;3;16;90;5;20;20;103;0;1766
114;20;16;2;16;3;25;1;20;243;1281;0;1766
114;20;2;3;16;3;92;14;20;220;1156;0;1766
137;20;7;18;7;3;18;6;15;137;719;0;6248
137;20;18;3;7;3;94;6;15;188;987;0;6248
139;20;3;7;3;7;9;7;15;129;679;0;6248
129;20;10;9;10;9;10;10;3;186;978;0;5608
130;20;9;10;9;10;9;6;3;119;628;0;5608
129;20;9;20;9;6;17;13;16;172;907;0;8722
129;20;20;6;9;6;81;19;16;322;1694;0;8722
136;20;6;20;6;9;7;2;16;233;1226;0;8722
136;20;20;9;6;9;85;14;16;170;893;0;8722
135;20;7;18;7;9;23;19;10;212;1117;0;2857
135;20;18;9;7;9;96;20;10;227;1195;0;2857
136;20;9;7;9;7;19;4;10;68;359;0;2857
143;20;14;6;14;13;25;18;20;45;238;0;9105
143;20;6;13;14;13;83;4;20;143;754;0;9105
146;20;13;5;13;14;8;19;20;330;1738;0;9105
146;20;5;14;13;14;80;11;20;354;1865;0;9105
152;20;12;10;12;10;16;7;19;320;1686;0;6597
162;20;10;12;10;12;6;7;19;185;972;0;6597
168;20;12;9;12;4;25;11;14;378;1987;0;6926
168;20;9;4;12;4;75;6;14;80;422;0;6926
171;20;4;6;4;12;16;2;14;193;1018;0;6926
171;20;6;12;4;12;77;4;14;126;665;26;6926
166;20;3;20;3;4;1;6;3;284;1497;0;8655
166;20;20;4;3;4;93;8;3;271;1428;0;8655
167;20;4;19;4;3;22;4;3;223;1173;0;8655
167;20;19;3;4;3;80;18;3;275;1449;0;8655
30;21;7;5;7;10;25;4;3;88;461;0;6521
30;21;5;10;7;10;84;11;3;283;1490;0;6521
33;21;10;7;10;7;16;14;3;57;300;0;6521
31;21;6;8;6;8;9;5;17;157;824;0;5915
40;21;8;6;8;6;17;11;17;31;163;0;5915
37;21;14;6;14;16;7;3;3;242;1273;0;2316
37;21;6;16;14;16;89;11;3;361;1902;0;2316
42;21;16;14;16;14;16;1;3;190;1002;0;2316
34;21;19;9;19;8;10;13;18;271;1426;0;2049
34;21;9;8;19;8;78;11;18;83;437;0;2049
39;21;8;19;8;19;9;17;18;327;1723;0;2049
34;21;5;11;5;11;16;4;8;46;241;0;2411
37;21;11;5;11;5;5;19;8;95;501;0;2411
53;21;16;8;16;15;8;3;20;192;1011;0;7814
53;21;8;15;16;15;84;2;20;126;663;0;7814
54;21;15;16;15;16;7;12;20;83;435;0;7814
66;21;19;11;19;12;25;9;10;203;1069;0;5659
66;21;11;12;19;12;78;3;10;63;332;0;5659
70;21;12;10;12;19;10;5;10;250;1316;0;5659
70;21;10;19;12;19;87;20;10;3;15;0;5659
68;21;15;13;15;10;5;8;1;308;1622;0;4578
68;21;13;10;15;10;90;10;1;249;1308;46;4578
77;21;10;15;10;15;19;12;1;261;1372;0;4578
75;21;16;4;16;4;14;17;18;105;553;0;259
82;21;4;16;4;16;2;16;18;5;27;0;259
66;21;20;9;20;9;13;14;20;134;705;0;3767
75;21;9;20;9;20;18;12;20;354;1865;0;3767
86;21;17;1;17;20;20;20;15;21;108;0;2830
86;21;1;20;17;20;90;6;15;199;1048;0;2830
92;21;20;17;20;17;20;4;15;99;521;0;2830
108;21;5;19;5;16;11;20;14;210;1103;0;2287
108;21;19;16;5;16;75;1;14;238;1253;35;2287
118;21;16;7;16;5;10;3;14;32;167;0;2287
118;21;7;5;16;5;76;6;14;84;440;0;2287
87;21;6;8;6;8;18;2;18;296;1558;0;1515
89;21;8;6;8;6;2;2;18;198;1043;0;1515
117;21;12;14;12;11;10;9;4;15;80;0;5071
117;21;14;11;12;11;78;19;4;201;1059;0;5071
123;21;11;9;11;12;24;14;4;294;1548;0;5071
123;21;9;12;11;12;89;7;4;155;817;0;5071
104;21;10;6;10;9;9;9;18;347;1826;0;6716
104;21;6;9;10;9;88;5;18;166;875;0;6716
105;21;9;4;9;10;4;13;18;27;144;0;6716
105;21;4;10;9;10;87;6;18;266;1400;29;6716
124;21;4;19;4;5;20;7;11;175;920;0;1029
124;21;19;5;4;5;95;20;11;143;755;0;1029
126;21;5;4;5;4;7;1;11;127;667;0;1029
133;21;20;13;20;13;15;3;18;27;144;0;7880
139;21;13;8;13;20;17;4;18;290;1524;0;7880
139;21;8;20;13;20;77;14;18;379;1993;0;7880
123;21;19;18;19;10;22;18;18;172;906;0;2856
123;21;18;10;19;10;82;8;18;310;1634;0;2856
125;21;10;1;10;19;24;8;18;237;1247;0;2856
125;21;1;19;10;19;92;9;18;89;467;37;2856
157;21;19;15;19;15;8;8;15;344;1810;0;8815
164;21;15;3;15;19;15;8;15;75;397;0;8815
164;21;3;19;15;19;96;6;15;321;1691;15;8815
145;21;7;20;7;17;3;4;10;279;1471;0;4856
145;21;20;17;7;17;77;15;10;171;901;0;4856
155;21;17;7;17;7;18;4;10;49;257;0;4856
153;21;4;10;4;10;17;12;9;301;1582;0;6085
162;21;10;13;10;4;5;2;9;113;597;0;6085
162;21;13;4;10;4;99;15;9;174;916;0;6085
163;21;2;1;2;1;9;2;18;181;954;0;4313
168;21;1;2;1;2;3;3;18;208;1094;0;4313
180;21;20;12;20;5;17;16;6;174;917;0;3804
180;21;12;5;20;5;80;1;6;134;703;0;3804
164;21;5;9;5;9;18;10;3;189;997;0;6829
171;21;9;5;9;5;15;11;3;265;1395;0;6829
24;22;7;13;7;5;3;6;17;115;603;0;8718
24;22;13;5;7;5;81;19;17;234;1230;0;8718
28;22;5;7;5;7;19;19;17;20;106;0;8718
17;22;4;17;4;17;14;3;4;370;1946;0;7749
19;22;17;4;17;4;11;2;4;44;231;0;7749
29;22;5;17;5;17;9;11;20;6;31;0;1306
37;22;17;5;17;5;7;18;20;131;687;70;1306
31;22;14;5;14;8;5;1;11;25;130;0;5061
31;22;5;8;14;8;85;12;11;367;1930;0;5061
40;22;8;4;8;14;10;16;11;253;1329;0;5061
40;22;4;14;8;14;81;2;11;9;47;0;5061
30;22;13;9;13;9;12;17;18;194;1021;0;7686
38;22;9;13;9;13;16;1;18;16;84;0;7686
43;22;17;9;17;3;14;12;15;61;320;0;3988
43;22;9;3;17;3;91;20;15;51;267;0;3988
51;22;3;12;3;17;15;14;15;40;209;51;3988
51;22;12;17;3;17;89;20;15;365;1923;0;3988
49;22;10;17;10;17;17;14;4;120;633;0;9743
55;22;17;10;17;10;1;2;4;6;34;0;9743
78;22;6;2;6;2;12;16;16;176;925;0;4950
79;22;2;6;2;6;16;12;16;189;996;0;4950
60;22;2;9;2;9;9;14;7;217;1142;0;9376
64;22;9;2;9;2;18;1;7;208;1097;0;9376
82;22;8;9;8;15;11;11;8;354;1862;67;5954
82;22;9;15;8;15;98;6;8;98;514;59;5954
83;22;15;12;15;8;9;5;8;296;1559;0;5954
83;22;12;8;15;8;97;8;8;219;1155;25;5954
87;22;16;3;16;3;6;15;14;5;24;99;2701
90;22;3;14;3;16;8;12;14;11;60;0;2701
90;22;14;16;3;16;79;20;14;14;74;0;2701
83;22;16;7;16;8;9;4;4;64;336;0;5395
83;22;7;8;16;8;87;20;4;264;1391;0;5395
87;22;8;16;8;16;10;9;4;125;658;0;5395
102;22;11;6;11;9;3;1;20;251;1319;0;3425
102;22;6;9;11;9;81;4;20;238;1252;0;3425
110;22;9;11;9;11;5;14;20;345;1815;0;3425
99;22;18;16;18;16;5;3;6;151;795;0;841
103;22;16;8;16;18;7;10;6;70;368;0;841
103;22;8;18;16;18;86;16;6;253;1330;0;841
104;22;19;6;19;17;1;9;9;306;1613;0;9198
104;22;6;17;19;17;95;10;9;141;743;0;9198
113;22;17;16;17;19;1;12;9;240;1263;0;9198
113;22;16;19;17;19;81;6;9;288;1514;0;9198
113;22;9;10;9;5;18;3;9;183;961;0;3164
113;22;10;5;9;5;82;16;9;357;1881;0;3164
121;22;5;6;5;9;6;2;9;242;1274;0;3164
121;22;6;9;5;9;78;15;9;265;1396;0;3164
138;22;12;7;12;6;19;2;11;62;325;0;9765
138;22;7;6;12;6;98;4;11;227;1195;0;9765
148;22;6;12;6;12;5;9;11;141;741;0;9765
134;22;2;14;2;14;14;17;16;187;982;0;9473
137;22;14;2;14;2;13;8;16;309;1626;0;9473
129;22;5;8;5;3;6;19;16;282;1486;80;6387
129;22;8;3;5;3;97;11;16;161;849;0;6387
135;22;3;5;3;5;7;15;16;130;685;0;6387
142;22;13;2;13;2;6;12;13;160;840;0;3402
143;22;2;13;2;13;4;1;13;16;83;0;3402
169;22;15;2;15;2;14;14;6;192;1012;0;9125
179;22;2;15;2;15;20;2;6;143;755;0;9125
167;22;19;14;19;7;21;13;14;259;1365;0;1656
167;22;14;7;19;7;81;9;14;0;0;0;1656
169;22;7;16;7;19;17;15;14;188;991;0;1656
169;22;16;19;7;19;90;2;14;231;1218;0;1656
169;22;19;16;19;4;13;14;14;316;1662;0;1608
169;22;16;4;19;4;90;10;14;120;630;0;1608
177;22;4;19;4;19;10;1;14;99;522;0;1608
17;23;13;12;13;10;8;1;12;130;682;35;2461
17;23;12;10;13;10;93;17;12;79;417;29;2461
26;23;10;13;10;13;11;1;12;374;1967;0;2461
22;23;5;20;5;10;14;3;1;197;1037;0;9652
22;23;20;10;5;10;83;12;1;339;1782;47;9652
31;23;10;5;10;5;1;17;1;142;748;0;9652
29;23;7;11;7;11;16;10;12;233;1224;0;2318
39;23;11;7;11;7;13;8;12;378;1990;0;2318
51;23;16;6;16;17;22;14;3;304;1599;0;4436
51;23;6;17;16;17;80;1;3;310;1631;0;4436
57;23;17;16;17;16;1;14;3;376;1980;27;4436
31;23;1;14;1;6;15;19;20;347;1828;0;2760
31;23;14;6;1;6;89;18;20;310;1629;0;2760
37;23;6;7;6;1;10;10;20;144;760;0;2760
37;23;7;1;6;1;78;5;20;264;1388;0;2760
56;23;11;7;11;1;18;17;9;173;912;48;9403
56;23;7;1;11;1;76;3;9;125;660;0;9403
62;23;1;4;1;11;2;11;9;211;1113;80;9403
62;23;4;11;1;11;81;12;9;20;104;0;9403
51;23;8;18;8;7;25;1;15;110;581;0;964
51;23;18;7;8;7;93;6;15;7;36;0;964
54;23;7;8;7;8;5;9;15;183;965;0;964
60;23;15;5;15;5;17;16;18;218;1148;0;6309
67;23;5;1;5;15;14;1;18;108;567;0;6309
67;23;1;15;5;15;95;19;18;257;1351;0;6309
86;23;5;3;5;3;10;9;13;106;560;0;8525
91;23;3;17;3;5;2;13;13;233;1225;0;8525
91;23;17;5;3;5;87;17;13;78;408;36;8525
94;23;20;1;20;1;11;14;16;4;21;0;2789
96;23;1;3;1;20;16;11;16;276;1452;0;2789
96;23;3;20;1;20;84;17;16;44;234;0;2789
82;23;1;5;1;12;10;1;14;325;1710;0;2551
82;23;5;12;1;12;85;17;14;201;1059;0;2551
89;23;12;14;12;1;20;6;14;243;1281;0;2551
89;23;14;1;12;1;98;8;14;254;1338;0;2551
95;23;15;20;15;1;12;5;13;134;706;0;6921
95;23;20;1;15;1;84;6;13;373;1964;0;6921
99;23;1;15;1;15;11;9;13;18;97;0;6921
94;23;14;2;14;2;14;6;13;126;661;51;231
102;23;2;14;2;14;4;18;13;191;1007;0;231
117;23;5;20;5;20;8;5;10;22;117;0;8375
123;23;20;6;20;5;16;14;10;308;1619;0;8375
123;23;6;5;20;5;91;18;10;128;673;0;8375
100;23;20;13;20;16;19;16;18;334;1757;0;3410
100;23;13;16;20;16;99;15;18;243;1278;0;3410
102;23;16;20;16;20;2;14;18;42;221;0;3410
112;23;14;10;14;6;13;2;5;304;1600;0;8432
112;23;10;6;14;6;77;15;5;316;1662;0;8432
114;23;6;9;6;14;22;18;5;140;735;0;8432
114;23;9;14;6;14;83;19;5;105;554;0;8432
143;23;12;4;12;4;8;10;9;3;17;0;5932
148;23;4;2;4;12;18;1;9;29;150;0;5932
148;23;2;12;4;12;81;6;9;344;1809;0;5932
135;23;18;1;18;9;5;10;9;215;1132;30;3983
135;23;1;9;18;9;96;19;9;35;186;0;3983
141;23;9;8;9;18;21;1;9;321;1691;0;3983
141;23;8;18;9;18;82;10;9;260;1368;0;3983
133;23;3;19;3;19;18;5;2;228;1198;0;3438
138;23;19;15;19;3;3;7;2;88;461;37;3438
138;23;15;3;19;3;84;12;2;30;160;0;3438
152;23;9;19;9;19;4;19;15;320;1682;0;6883
157;23;19;9;19;9;20;11;15;88;462;0;6883
161;23;10;18;10;13;2;16;15;202;1065;0;6490
161;23;18;13;10;13;79;11;15;137;719;0;6490
163;23;13;8;13;10;2;7;15;240;1261;0;6490
163;23;8;10;13;10;88;18;15;19;102;0;6490
166;23;18;14;18;10;20;12;5;315;1657;0;3196
166;23;14;10;18;10;88;8;5;67;350;0;3196
176;23;10;18;10;18;20;15;5;259;1365;0;3196
158;23;10;14;10;18;2;4;7;148;779;0;5426
158;23;14;18;10;18;78;18;7;302;1588;0;5426
160;23;18;10;18;10;4;2;7;59;308;0;5426
176;23;12;16;12;16;14;3;3;277;1458;73;5933
182;23;16;11;16;12;1;17;3;338;1777;0;5933
182;23;11;12;16;12;84;7;3;137;723;0;5933
21;24;8;16;8;18;25;15;1;130;682;0;9450
21;24;16;18;8;18;85;7;1;380;1998;0;9450
23;24;18;16;18;8;15;16;1;161;847;0;9450
23;24;16;8;18;8;88;4;1;93;490;0;9450
15;24;11;6;11;8;18;2;18;76;399;0;6642
15;24;6;8;11;8;84;7;18;123;649;0;6642
24;24;8;11;8;11;8;19;18;143;751;0;6642
43;24;10;1;10;1;20;8;4;183;964;0;3895
49;24;1;8;1;10;13;18;4;232;1222;0;3895
49;24;8;10;1;10;83;11;4;326;1714;0;3895
31;24;4;11;4;19;24;17;16;37;196;0;6926
31;24;11;19;4;19;81;20;16;326;1717;0;6926
34;24;19;2;19;4;21;19;16;174;916;0;6926
34;24;2;4;19;4;75;9;16;30;157;0;6926
36;24;8;2;8;2;7;7;8;79;414;0;7721
46;24;2;4;2;8;9;11;8;97;510;0;7721
46;24;4;8;2;8;82;3;8;203;1069;0;7721
48;24;2;3;2;12;11;7;3;308;1620;0;3959
48;24;3;12;2;12;80;9;3;151;797;42;3959
58;24;12;2;12;2;9;8;3;303;1597;0;3959
47;24;7;19;7;16;2;4;11;230;1211;0;5479
47;24;19;16;7;16;90;2;11;199;1048;0;5479
48;24;16;18;16;7;20;20;11;48;253;0;5479
48;24;18;7;16;7;81;1;11;285;1501;0;5479
65;24;10;8;10;8;11;9;6;98;514;0;8655
70;24;8;1;8;10;11;3;6;95;499;39;8655
70;24;1;10;8;10;99;17;6;65;342;0;8655
87;24;12;10;12;10;9;7;13;7;39;0;7283
92;24;10;2;10;12;20;12;13;347;1826;0;7283
92;24;2;12;10;12;81;14;13;40;209;66;7283
73;24;3;7;3;2;17;4;12;311;1635;0;5136
73;24;7;2;3;2;76;16;12;166;872;0;5136
82;24;2;13;2;3;6;3;12;331;1740;0;5136
82;24;13;3;2;3;88;3;12;146;770;0;5136
81;24;10;2;10;2;6;5;4;360;1893;0;9933
87;24;2;10;2;10;1;16;4;363;1908;0;9933
82;24;9;20;9;20;18;8;13;79;418;0;7922
83;24;20;14;20;9;5;8;13;181;954;0;7922
83;24;14;9;20;9;92;3;13;88;464;0;7922
111;24;12;18;12;20;25;4;16;30;160;0;8850
111;24;18;20;12;20;96;6;16;367;1931;0;8850
115;24;20;12;20;12;14;11;16;64;339;0;8850
108;24;14;1;14;1;16;20;16;86;455;0;1271
116;24;1;11;1;14;20;1;16;5;26;0;1271
116;24;11;14;1;14;93;11;16;79;415;0;1271
105;24;15;17;15;3;24;5;19;33;173;0;9904
105;24;17;3;15;3;85;18;19;347;1826;0;9904
115;24;3;19;3;15;15;17;19;245;1287;0;9904
115;24;19;15;3;15;95;3;19;112;588;0;9904
117;24;12;15;12;4;13;17;5;1;4;0;8823
117;24;15;4;12;4;84;15;5;246;1293;0;8823
122;24;4;12;4;12;15;8;5;92;485;0;8823
120;24;13;16;13;16;9;13;1;41;218;0;2575
122;24;16;13;16;13;19;1;1;162;852;0;2575
121;24;4;11;4;11;5;16;5;262;1377;0;5701
122;24;11;16;11;4;17;9;5;198;1043;53;5701
122;24;16;4;11;4;76;18;5;360;1895;0;5701
138;24;20;18;20;18;11;9;13;78;412;0;2571
142;24;18;14;18;20;12;19;13;78;413;0;2571
142;24;14;20;18;20;90;1;13;13;71;0;2571
161;24;17;18;17;19;1;2;4;82;432;0;9397
161;24;18;19;17;19;90;15;4;223;1172;0;9397
165;24;19;17;19;17;5;13;4;231;1218;0;9397
148;24;12;3;12;16;23;10;16;161;848;0;7634
148;24;3;16;12;16;98;20;16;34;178;0;7634
151;24;16;12;16;12;7;9;16;3;17;0;7634
151;24;13;8;13;19;10;19;6;193;1018;0;528
151;24;8;19;13;19;78;13;6;223;1174;0;528
156;24;19;13;19;13;15;9;6;281;1479;0;528
161;24;15;14;15;10;24;10;13;58;306;0;4016
161;24;14;10;15;10;86;20;13;181;952;0;4016
167;24;10;6;10;15;18;8;13;165;870;0;4016
167;24;6;15;10;15;78;10;13;33;173;49;4016
170;24;7;4;7;4;5;13;5;364;1914;19;2891
179;24;4;3;4;7;16;9;5;351;1845;0;2891
179;24;3;7;4;7;83;20;5;159;839;0;2891
2;25;17;8;17;20;10;5;2;272;1431;3;5304
2;25;8;20;17;20;90;18;2;331;1744;0;5304
9;25;20;17;20;17;7;3;2;18;93;0;5304
15;25;14;3;14;10;15;12;9;356;1872;0;1716
15;25;3;10;14;10;94;1;9;47;248;0;1716
19;25;10;14;10;14;18;1;9;95;501;0;1716
36;25;9;2;9;10;9;17;4;216;1135;0;7186
36;25;2;10;9;10;87;20;4;271;1424;0;7186
39;25;10;20;10;9;1;1;4;277;1459;0;7186
39;25;20;9;10;9;79;18;4;21;108;0;7186
26;25;5;1;5;8;7;3;1;288;1518;0;2470
26;25;1;8;5;8;80;1;1;212;1115;0;2470
30;25;8;5;8;5;18;20;1;13;68;0;2470
54;25;4;6;4;11;15;15;17;265;1396;77;7073
54;25;6;11;4;11;90;17;17;344;1811;0;7073
64;25;11;15;11;4;9;18;17;377;1983;0;7073
64;25;15;4;11;4;83;20;17;14;75;0;7073
37;25;10;5;10;5;10;3;7;92;486;0;5327
47;25;5;10;5;10;19;19;7;154;811;0;5327
54;25;16;10;16;10;7;6;20;226;1190;0;4742
55;25;10;16;10;16;5;5;20;163;858;0;4742
77;25;10;20;10;2;5;6;13;131;691;0;859
77;25;20;2;10;2;81;11;13;94;494;0;859
84;25;2;20;2;10;8;20;13;29;155;42;859
84;25;20;10;2;10;96;14;13;271;1427;0;859
64;25;3;1;3;8;15;6;17;236;1240;0;4228
64;25;1;8;3;8;77;1;17;131;692;0;4228
70;25;8;17;8;3;4;1;17;272;1433;0;4228
70;25;17;3;8;3;77;8;17;251;1323;0;4228
72;25;14;1;14;1;9;19;10;123;647;0;3759
77;25;1;8;1;14;14;17;10;267;1404;0;3759
77;25;8;14;1;14;79;14;10;76;399;0;3759
90;25;19;14;19;15;12;18;16;127;667;0;7712
90;25;14;15;19;15;90;1;16;56;296;0;7712
93;25;15;19;15;19;10;8;16;108;568;0;7712
81;25;20;18;20;18;4;15;18;140;736;0;8802
91;25;18;3;18;20;8;1;18;247;1299;0;8802
91;25;3;20;18;20;99;15;18;134;707;0;8802
108;25;14;6;14;6;7;11;8;287;1508;0;1538
111;25;6;14;6;14;9;4;8;156;822;0;1538
100;25;6;11;6;11;1;14;17;46;240;0;4253
105;25;11;19;11;6;14;12;17;67;352;0;4253
105;25;19;6;11;6;92;15;17;194;1019;0;4253
112;25;11;8;11;8;17;16;10;66;345;0;5547
118;25;8;9;8;11;13;17;10;126;662;0;5547
118;25;9;11;8;11;81;4;10;178;938;0;5547
126;25;20;18;20;5;13;2;2;343;1803;0;3301
126;25;18;5;20;5;83;15;2;342;1798;0;3301
131;25;5;20;5;20;4;13;2;229;1207;0;3301
118;25;11;10;11;10;9;15;17;219;1155;0;7295
125;25;10;7;10;11;21;13;17;14;76;0;7295
125;25;7;11;10;11;78;1;17;64;335;0;7295
144;25;7;13;7;19;16;3;11;68;359;0;7116
144;25;13;19;7;19;97;10;11;9;47;0;7116
151;25;19;3;19;7;1;7;11;86;450;0;7116
151;25;3;7;19;7;82;10;11;264;1389;0;7116
144;25;18;6;18;6;1;9;12;275;1449;0;4872
148;25;6;15;6;18;14;3;12;77;407;0;4872
148;25;15;18;6;18;78;15;12;2;8;0;4872
158;25;2;5;2;5;6;8;7;280;1472;0;3202
165;25;5;11;5;2;2;5;7;366;1926;0;3202
165;25;11;2;5;2;79;7;7;230;1212;0;3202
171;25;14;12;14;2;9;20;1;364;1915;0;9014
171;25;12;2;14;2;86;12;1;17;89;0;9014
172;25;2;9;2;14;22;15;1;153;805;0;9014
172;25;9;14;2;14;97;11;1;13;70;0;9014
167;25;9;10;9;10;19;9;14;171;899;0;5420
168;25;10;1;10;9;23;8;14;228;1202;66;5420
168;25;1;9;10;9;75;1;14;152;799;0;5420
171;25;14;10;14;1;15;8;18;18;94;0;6114
171;25;10;1;14;1;78;7;18;165;866;18;6114
177;25;1;16;1;14;10;13;18;116;609;23;6114
177;25;16;14;1;14;93;18;18;227;1193;0;6114
169;25;7;8;7;8;13;6;16;220;1156;0;8657
173;25;8;7;8;7;3;17;16;65;341;0;8657
176;25;19;5;19;20;15;8;18;352;1852;0;8300
176;25;5;20;19;20;86;4;18;344;1810;0;8300
179;25;20;9;20;19;5;7;18;264;1388;0;8300
179;25;9;19;20;19;99;5;18;327;1722;0;8300
180;25;19;8;19;8;5;14;11;53;281;0;2785
9;26;2;14;2;14;15;12;4;35;186;0;340
18;26;14;19;14;2;10;3;4;260;1368;0;340
18;26;19;2;14;2;87;16;4;124;654;0;340
33;26;16;20;16;13;1;5;11;324;1705;0;3808
33;26;20;13;16;13;85;19;11;172;907;0;3808
42;26;13;2;13;16;12;15;11;13;70;0;3808
42;26;2;16;13;16;86;20;11;226;1188;0;3808
43;26;10;1;10;7;13;4;6;306;1613;0;1391
43;26;1;7;10;7;85;11;6;114;598;0;1391
48;26;7;18;7;10;16;10;6;366;1928;74;1391
48;26;18;10;7;10;98;18;6;38;198;0;1391
24;26;10;2;10;2;5;18;2;254;1338;74;1129
28;26;2;10;2;10;14;15;2;261;1374;82;1129
53;26;5;3;5;3;10;19;5;52;276;0;7375
62;26;3;5;3;5;4;17;5;276;1450;0;7375
51;26;6;17;6;17;6;12;19;86;451;0;9370
61;26;17;1;17;6;8;4;19;180;945;0;9370
61;26;1;6;17;6;82;9;19;174;914;0;9370
47;26;5;4;5;4;7;17;17;253;1332;0;7517
53;26;4;9;4;5;25;20;17;13;71;0;7517
53;26;9;5;4;5;98;4;17;107;564;0;7517
78;26;18;5;18;5;15;9;11;373;1963;0;1941
83;26;5;13;5;18;8;2;11;184;968;0;1941
83;26;13;18;5;18;97;4;11;238;1251;0;1941
76;26;13;18;13;18;18;10;4;352;1852;0;6953
83;26;18;19;18;13;22;9;4;108;570;0;6953
83;26;19;13;18;13;76;10;4;343;1807;0;6953
89;26;15;4;15;13;23;9;17;71;375;0;3773
89;26;4;13;15;13;78;18;17;184;967;0;3773
98;26;13;8;13;15;1;13;17;113;593;0;3773
98;26;8;15;13;15;98;10;17;19;99;0;3773
97;26;2;9;2;9;9;3;2;216;1139;0;37
101;26;9;2;9;2;12;10;2;310;1632;0;37
106;26;4;19;4;7;23;16;18;18;97;0;5279
106;26;19;7;4;7;80;2;18;57;299;0;5279
114;26;7;5;7;4;12;12;18;216;1136;0;5279
114;26;5;4;7;4;85;19;18;340;1790;29;5279
93;26;13;16;13;1;25;11;15;302;1587;77;2016
93;26;16;1;13;1;93;15;15;155;818;91;2016
98;26;1;13;1;13;11;13;15;148;777;0;2016
95;26;5;17;5;10;21;9;16;208;1094;0;8891
95;26;17;10;5;10;79;18;16;6;33;81;8891
101;26;10;5;10;5;10;4;16;190;1002;0;8891
100;26;10;14;10;13;24;4;4;87;460;0;5876
100;26;14;13;10;13;88;17;4;331;1742;40;5876
110;26;13;12;13;10;11;16;4;199;1048;0;5876
110;26;12;10;13;10;78;9;4;258;1360;0;5876
112;26;13;6;13;8;12;8;19;160;840;0;7825
112;26;6;8;13;8;98;18;19;105;554;53;7825
113;26;8;18;8;13;11;14;19;319;1679;0;7825
113;26;18;13;8;13;99;9;19;328;1726;0;7825
128;26;14;17;14;17;15;12;15;280;1476;0;6053
130;26;17;13;17;14;11;7;15;254;1338;23;6053
130;26;13;14;17;14;91;15;15;257;1354;0;6053
143;26;3;8;3;18;24;6;2;249;1310;20;2653
143;26;8;18;3;18;96;3;2;334;1759;0;2653
152;26;18;14;18;3;2;17;2;356;1872;0;2653
152;26;14;3;18;3;84;5;2;378;1987;0;2653
152;26;10;12;10;12;3;8;16;256;1348;0;9613
160;26;12;4;12;10;8;14;16;308;1621;0;9613
160;26;4;10;12;10;85;20;16;324;1704;0;9613
155;26;2;7;2;7;12;5;18;245;1287;0;9113
163;26;7;2;7;2;17;16;18;1;4;0;9113
157;26;8;20;8;17;2;6;19;156;822;0;7341
157;26;20;17;8;17;91;18;19;362;1903;0;7341
166;26;17;8;17;8;16;6;19;145;762;0;7341
172;26;4;2;4;16;13;12;19;95;501;0;5863
172;26;2;16;4;16;83;9;19;355;1870;72;5863
180;26;16;4;16;4;1;1;19;295;1553;0;5863
171;26;5;10;5;10;11;6;11;366;1924;0;619
179;26;10;5;10;5;10;15;11;168;882;0;619
4;27;8;7;8;9;23;10;3;35;182;0;4925
4;27;7;9;8;9;84;9;3;364;1918;0;4925
11;27;9;13;9;8;8;4;3;125;656;0;4925
11;27;13;8;9;8;76;9;3;82;434;0;4925
11;27;16;1;16;9;11;17;6;207;1091;0;4550
11;27;1;9;16;9;95;6;6;246;1295;0;4550
13;27;9;16;9;16;12;13;6;127;669;0;4550
